1,0,621.00,421.00,55.00,135.00,1.000000,-1,-1,-1
1,1,549.00,435.00,59.00,169.00,1.000000,-1,-1,-1
1,2,469.00,431.00,71.00,175.00,1.000000,-1,-1,-1
1,3,725.00,419.00,65.00,183.00,1.000000,-1,-1,-1
1,4,1477.00,417.00,73.00,175.00,1.000000,-1,-1,-1
1,5,1367.00,393.00,73.00,225.00,1.000000,-1,-1,-1
1,6,669.00,411.00,79.00,205.00,1.000000,-1,-1,-1
1,7,1219.00,409.00,47.00,121.00,1.000000,-1,-1,-1
1,8,1171.00,417.00,37.00,103.00,1.000000,-1,-1,-1
1,9,591.00,425.00,55.00,177.00,1.000000,-1,-1,-1
2,0,617.00,421.00,55.00,135.00,1.000000,-1,-1,-1
2,1,543.00,435.00,59.00,169.00,1.000000,-1,-1,-1
2,2,463.00,429.00,71.00,177.00,1.000000,-1,-1,-1
2,3,717.00,419.00,65.00,183.00,1.000000,-1,-1,-1
2,4,1469.00,417.00,73.00,175.00,1.000000,-1,-1,-1
2,5,1365.00,393.00,73.00,227.00,1.000000,-1,-1,-1
2,6,663.00,411.00,79.00,205.00,1.000000,-1,-1,-1
2,7,1213.00,409.00,47.00,121.00,1.000000,-1,-1,-1
2,8,1163.00,419.00,37.00,103.00,1.000000,-1,-1,-1
2,9,585.00,425.00,55.00,177.00,1.000000,-1,-1,-1
3,0,613.00,421.00,55.00,137.00,1.000000,-1,-1,-1
3,1,537.00,435.00,61.00,169.00,1.000000,-1,-1,-1
3,2,457.00,429.00,73.00,177.00,1.000000,-1,-1,-1
3,3,709.00,419.00,65.00,183.00,1.000000,-1,-1,-1
3,4,1463.00,419.00,73.00,175.00,1.000000,-1,-1,-1
3,5,1363.00,393.00,75.00,231.00,1.000000,-1,-1,-1
3,6,657.00,411.00,81.00,207.00,1.000000,-1,-1,-1
3,7,1207.00,409.00,47.00,121.00,1.000000,-1,-1,-1
3,8,1157.00,421.00,37.00,103.00,1.000000,-1,-1,-1
3,9,579.00,425.00,57.00,179.00,1.000000,-1,-1,-1
4,0,609.00,423.00,55.00,135.00,1.000000,-1,-1,-1
4,1,533.00,435.00,59.00,171.00,1.000000,-1,-1,-1
4,2,453.00,429.00,71.00,177.00,1.000000,-1,-1,-1
4,3,703.00,419.00,65.00,185.00,1.000000,-1,-1,-1
4,4,1457.00,419.00,73.00,175.00,1.000000,-1,-1,-1
4,5,1361.00,393.00,77.00,233.00,1.000000,-1,-1,-1
4,6,653.00,413.00,81.00,207.00,1.000000,-1,-1,-1
4,7,1201.00,409.00,47.00,121.00,1.000000,-1,-1,-1
4,8,1151.00,423.00,37.00,103.00,1.000000,-1,-1,-1
4,9,575.00,427.00,57.00,177.00,1.000000,-1,-1,-1
5,0,605.00,423.00,55.00,137.00,1.000000,-1,-1,-1
5,1,527.00,437.00,61.00,169.00,1.000000,-1,-1,-1
5,2,447.00,429.00,73.00,177.00,1.000000,-1,-1,-1
5,3,695.00,421.00,65.00,183.00,1.000000,-1,-1,-1
5,4,1451.00,421.00,73.00,175.00,1.000000,-1,-1,-1
5,5,1361.00,393.00,77.00,237.00,1.000000,-1,-1,-1
5,6,647.00,413.00,83.00,209.00,1.000000,-1,-1,-1
5,7,1195.00,409.00,47.00,121.00,1.000000,-1,-1,-1
5,8,1145.00,425.00,37.00,103.00,1.000000,-1,-1,-1
5,9,569.00,427.00,57.00,179.00,1.000000,-1,-1,-1
6,0,601.00,425.00,55.00,135.00,1.000000,-1,-1,-1
6,1,523.00,437.00,59.00,171.00,1.000000,-1,-1,-1
6,2,443.00,429.00,73.00,179.00,1.000000,-1,-1,-1
6,3,687.00,421.00,65.00,185.00,1.000000,-1,-1,-1
6,4,1445.00,421.00,73.00,175.00,1.000000,-1,-1,-1
6,5,1359.00,393.00,77.00,239.00,1.000000,-1,-1,-1
6,6,641.00,413.00,85.00,209.00,1.000000,-1,-1,-1
6,7,1189.00,409.00,47.00,121.00,1.000000,-1,-1,-1
6,8,1139.00,427.00,37.00,105.00,1.000000,-1,-1,-1
6,9,565.00,429.00,57.00,177.00,1.000000,-1,-1,-1
7,0,597.00,425.00,55.00,137.00,1.000000,-1,-1,-1
7,1,517.00,437.00,61.00,171.00,1.000000,-1,-1,-1
7,2,437.00,429.00,73.00,179.00,1.000000,-1,-1,-1
7,3,681.00,421.00,65.00,185.00,1.000000,-1,-1,-1
7,4,1439.00,423.00,73.00,175.00,1.000000,-1,-1,-1
7,5,1357.00,393.00,79.00,243.00,1.000000,-1,-1,-1
7,6,637.00,415.00,85.00,209.00,1.000000,-1,-1,-1
7,7,1185.00,409.00,47.00,121.00,1.000000,-1,-1,-1
7,8,1135.00,427.00,37.00,105.00,1.000000,-1,-1,-1
7,9,559.00,429.00,59.00,179.00,1.000000,-1,-1,-1
8,0,593.00,425.00,55.00,137.00,1.000000,-1,-1,-1
8,1,513.00,437.00,59.00,173.00,1.000000,-1,-1,-1
8,2,431.00,429.00,75.00,179.00,1.000000,-1,-1,-1
8,3,673.00,423.00,65.00,185.00,1.000000,-1,-1,-1
8,4,1433.00,423.00,73.00,175.00,1.000000,-1,-1,-1
8,5,1355.00,393.00,81.00,245.00,1.000000,-1,-1,-1
8,6,631.00,415.00,85.00,211.00,1.000000,-1,-1,-1
